,price,bedrooms,bathrooms,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,zipcode,lat,long,sqft_living15
6431,152000.0,3,1.0,4875,1.0,0.0,0.0,4,920,0,1978,98042,47.3623,-122.09,1160
6432,322000.0,3,1.0,10181,1.0,0.0,0.0,3,960,0,1961,98034,47.7231,-122.229,1740
6433,445000.0,3,1.75,4000,1.0,0.0,0.0,4,870,250,1916,98107,47.6684,-122.368,1470
6434,595000.0,3,1.0,3960,1.5,0.0,0.0,4,1560,0,1907,98144,47.5936,-122.301,1280
6435,165000.0,3,1.0,7334,1.0,0.0,0.0,3,980,400,1981,98055,47.4339,-122.19200000000001,1910
6436,278500.0,4,2.5,6206,2.0,0.0,0.0,3,1940,0,1990,98023,47.3063,-122.359,2060
6437,517500.0,3,1.75,10625,1.0,0.0,0.0,3,1370,440,1973,98027,47.5322,-122.04899999999999,2140
6438,343566.0,2,1.0,4200,1.0,0.0,0.0,3,1100,0,1954,98136,47.5312,-122.39200000000001,1240
6439,286285.0,4,2.25,9714,1.0,0.0,0.0,3,1170,810,1977,98002,47.3207,-122.209,1610
6440,474905.0,4,1.5,6200,1.0,0.0,0.0,5,1340,0,1959,98008,47.6214,-122.119,1210
6441,550000.0,3,1.75,4800,1.0,0.0,0.0,4,1400,280,1960,98126,47.5535,-122.37700000000001,1540
6442,286000.0,4,2.5,16000,2.0,0.0,0.0,3,2060,0,1993,98001,47.2849,-122.251,1530
6443,900000.0,3,3.25,7215,1.0,0.0,0.0,4,1770,850,1980,98004,47.5836,-122.2,2180
6444,449950.0,3,2.25,5159,2.0,0.0,0.0,3,1610,0,1985,98029,47.5675,-122.01899999999999,1610
6445,259000.0,4,1.5,7560,2.0,0.0,0.0,3,1490,0,1966,98198,47.3684,-122.318,1490
6446,340000.0,3,2.25,8125,1.0,0.0,0.0,3,1540,360,1969,98058,47.4564,-122.162,1480
6447,785000.0,4,2.5,56192,2.0,0.0,0.0,3,3440,0,1994,98053,47.6969,-122.046,3150
6448,490000.0,2,1.0,3300,1.5,0.0,0.0,4,1130,710,1910,98107,47.6757,-122.36200000000001,1320
6449,344950.0,4,2.0,6250,1.0,0.0,0.0,4,1400,930,1941,98030,47.3782,-122.228,2050
6450,950000.0,3,2.0,2975,2.0,0.0,0.0,4,1880,370,1905,98112,47.6289,-122.309,2690
6451,810000.0,4,1.75,3988,1.0,0.0,4.0,4,1000,1000,1958,98116,47.5925,-122.391,1690
6452,998160.0,2,2.5,16050,1.0,0.0,3.0,4,1260,1750,1976,98006,47.5643,-122.16,3010
6453,377000.0,3,1.75,7389,1.0,0.0,0.0,3,1150,530,1979,98056,47.5199,-122.184,2100
6454,595000.0,3,2.0,6773,1.0,0.0,0.0,4,1530,0,1984,98033,47.6653,-122.194,2240
6455,313300.0,2,1.0,4800,1.0,0.0,0.0,3,970,0,1911,98116,47.5754,-122.414,1180
6456,360000.0,5,1.75,5225,1.5,0.0,0.0,4,1550,0,1941,98108,47.553999999999995,-122.306,1220
6457,188000.0,3,1.75,7350,1.0,0.0,0.0,2,1660,0,1979,98023,47.3118,-122.337,1840
6458,755000.0,3,2.5,203860,1.5,0.0,0.0,3,3680,0,1994,98014,47.6903,-121.929,2410
6459,1290000.0,5,3.5,4060,2.0,0.0,2.0,3,2290,920,1917,98117,47.6801,-122.35700000000001,1940
6460,455000.0,3,1.0,13280,2.5,0.0,0.0,3,1480,0,1940,98027,47.5378,-122.04299999999999,1510
6461,817500.0,5,3.5,9312,2.0,0.0,3.0,3,2680,920,2005,98052,47.6582,-122.12200000000001,3420
6462,550000.0,3,2.25,1481,3.0,0.0,0.0,3,1700,0,2002,98103,47.6598,-122.34899999999999,1560
6463,260000.0,3,1.75,8725,1.0,0.0,0.0,3,1240,440,1978,98023,47.3107,-122.397,2020
6464,320000.0,3,2.0,34175,1.5,0.0,0.0,3,1550,0,1999,98045,47.4855,-121.698,2300
6466,362000.0,4,2.5,7370,1.0,0.0,0.0,3,1460,900,1985,98125,47.7201,-122.30799999999999,1590
6467,503500.0,3,2.5,1750,2.0,0.0,0.0,3,1350,460,1997,98199,47.6513,-122.38600000000001,1640
6468,653000.0,3,2.5,3475,2.0,0.0,0.0,3,2290,0,2006,98029,47.5551,-122.001,2340
6470,775000.0,4,1.75,5050,1.0,0.0,0.0,4,1090,1000,1916,98117,47.6802,-122.35799999999999,1760
6471,1340000.0,4,3.75,34689,1.5,1.0,4.0,3,2130,0,1955,98136,47.5489,-122.398,3030
6472,417500.0,5,1.75,10911,1.0,0.0,0.0,4,1360,700,1954,98177,47.7767,-122.365,2060
6473,525000.0,3,1.5,9350,1.0,0.0,0.0,4,1220,340,1969,98052,47.6729,-122.148,1870
6474,217000.0,2,1.0,2400,1.0,0.0,1.0,3,730,0,1934,98198,47.35,-122.322,1220
6475,525000.0,4,2.75,6308,1.0,0.0,0.0,3,1640,1270,1985,98011,47.7352,-122.20100000000001,1970
6476,442500.0,4,2.25,8700,1.0,0.0,0.0,3,1890,600,1976,98155,47.7397,-122.324,1470
6477,525000.0,4,1.75,10440,1.0,0.0,0.0,4,1710,0,1955,98006,47.5756,-122.15799999999999,1480
6478,425500.0,4,1.75,10630,1.0,0.0,0.0,4,1520,0,1967,98034,47.7347,-122.193,1550
6479,710000.0,3,2.75,218235,2.0,0.0,2.0,3,2930,0,1990,98024,47.5481,-121.88600000000001,2450
6480,545000.0,4,3.0,10948,1.0,0.0,3.0,3,1930,1230,1991,98070,47.3733,-122.42200000000001,2380
6481,410000.0,5,2.75,16410,1.5,0.0,0.0,4,2910,0,1967,98058,47.44,-122.145,1980
6482,245000.0,3,2.25,8100,1.0,0.0,0.0,3,1200,500,1980,98038,47.3601,-122.046,1700
6483,194900.0,2,1.0,6697,1.0,0.0,0.0,4,810,0,1923,98002,47.3057,-122.21600000000001,1140
6484,284000.0,4,2.5,5390,2.0,0.0,0.0,3,2000,0,2003,98042,47.3732,-122.12899999999999,2330
6485,280000.0,2,1.75,52769,1.5,0.0,0.0,4,1520,374,1936,98001,47.3088,-122.273,1820
6486,280000.0,3,1.75,87991,1.0,0.0,0.0,3,1040,1040,1970,98014,47.6724,-121.865,2080
6487,360000.0,4,2.0,5500,1.0,0.0,0.0,5,1010,720,1943,98106,47.5304,-122.353,1080
6488,405000.0,2,1.0,4323,1.0,0.0,0.0,3,720,0,1942,98199,47.6604,-122.40100000000001,1460
6490,483300.0,4,2.0,11100,1.0,0.0,0.0,4,1210,0,1955,98006,47.5747,-122.145,1280
6491,355000.0,4,2.5,9268,2.0,0.0,0.0,4,2130,0,1985,98092,47.262,-122.22,2100
6492,274950.0,3,2.25,8767,1.0,0.0,0.0,3,1180,390,1990,98038,47.3568,-122.038,1570
6493,1930000.0,3,4.5,6134,2.0,0.0,3.0,3,2880,1070,1998,98199,47.6413,-122.405,3050
6494,755000.0,3,3.25,15586,2.0,0.0,0.0,3,2690,760,1989,98166,47.4294,-122.34299999999999,3560
6495,1940000.0,4,5.75,223462,2.0,0.0,4.0,3,6220,1000,2000,98053,47.7097,-122.01299999999999,2680
6496,309212.0,3,1.75,9600,1.0,0.0,0.0,3,1150,0,1979,98045,47.4434,-121.774,1520
6497,219950.0,3,2.25,7615,1.0,0.0,0.0,3,1150,350,1984,98023,47.3146,-122.351,1540
6498,690000.0,3,2.5,5150,1.5,0.0,0.0,4,1300,0,1920,98117,47.6838,-122.36200000000001,1400
6499,250800.0,3,1.75,4000,1.0,0.0,0.0,3,1170,120,1943,98106,47.5309,-122.354,1140
6500,557500.0,3,2.0,35255,1.0,0.0,2.0,3,2510,0,1994,98038,47.4012,-122.025,3140
6501,941000.0,4,1.75,3825,1.5,0.0,0.0,5,1820,500,1926,98105,47.6659,-122.32700000000001,1940
6502,3650000.0,6,4.75,19401,1.5,1.0,4.0,5,3910,1570,1936,98105,47.6515,-122.277,3510
6503,305000.0,4,2.75,8600,1.0,0.0,0.0,4,1230,800,1977,98042,47.3942,-122.16,1810
6504,815000.0,4,1.5,16110,1.0,0.0,0.0,4,2060,0,1949,98004,47.5983,-122.20200000000001,2060
6505,1020000.0,3,2.5,34527,1.0,0.0,4.0,4,1800,1120,1954,98116,47.5799,-122.4,2480
6506,1240000.0,4,3.0,6990,1.5,0.0,3.0,5,2330,1000,1928,98144,47.5886,-122.287,2620
6507,535000.0,3,2.5,8164,2.0,0.0,0.0,3,2110,0,1990,98056,47.5269,-122.171,2390
6508,775000.0,3,1.0,10454,1.0,0.0,0.0,4,1175,0,1949,98004,47.6388,-122.21799999999999,2010
6509,255000.0,3,2.0,8670,1.0,0.0,0.0,3,1590,0,1994,98042,47.3725,-122.073,1590
6510,327000.0,2,1.0,9750,1.0,0.0,0.0,3,1070,0,1947,98155,47.7532,-122.318,1500
6511,560000.0,4,2.0,8819,2.0,0.0,3.0,3,2240,480,1976,98003,47.338,-122.333,2960
6512,1340000.0,4,3.5,6349,2.0,0.0,3.0,3,2980,0,1998,98033,47.6819,-122.208,2870
6513,199500.0,3,1.75,5200,1.0,0.0,0.0,4,1160,0,1977,98042,47.3643,-122.09,1470
6514,760000.0,4,2.5,97574,2.0,0.0,0.0,3,3580,0,2004,98038,47.3901,-122.071,2510
6515,439000.0,3,2.25,6000,3.0,0.0,2.0,3,1980,1040,1994,98108,47.5249,-122.319,1150
6516,527000.0,4,2.25,5250,1.0,0.0,0.0,4,1410,970,1961,98008,47.6164,-122.115,2150
6517,199950.0,3,2.75,13590,1.5,0.0,0.0,4,1300,970,1948,98022,47.2099,-122.001,1160
6518,254000.0,3,2.25,8188,2.0,0.0,0.0,4,1660,0,1988,98042,47.3766,-122.115,1660
6519,393000.0,2,1.0,5000,1.0,0.0,0.0,4,830,0,1921,98103,47.6914,-122.352,1110
6520,585000.0,5,2.25,12614,1.0,0.0,0.0,4,1860,620,1979,98011,47.7393,-122.2,2470
6521,450000.0,2,2.0,7740,1.0,0.0,0.0,4,1150,750,1923,98126,47.5227,-122.37200000000001,1140
6522,565000.0,2,1.75,4008,1.0,0.0,0.0,3,1670,0,2005,98029,47.5539,-122.001,2330
6523,330000.0,5,2.25,7900,1.0,0.0,0.0,4,1300,700,1986,98188,47.4291,-122.292,2000
6524,870000.0,3,2.0,65340,1.5,0.0,0.0,3,2320,0,1992,98074,47.6106,-122.055,3100
6525,585000.0,4,2.5,8117,1.0,0.0,0.0,4,1460,400,1966,98008,47.6228,-122.104,2040
6526,500000.0,3,2.5,208737,2.0,0.0,3.0,3,2110,0,1977,98092,47.2674,-122.072,2390
6527,225000.0,3,2.0,7384,1.0,0.0,0.0,3,1150,250,1979,98058,47.4655,-122.17399999999999,1820
6528,295000.0,3,2.0,7384,1.0,0.0,0.0,3,1150,250,1979,98058,47.4655,-122.17399999999999,1820
6529,775000.0,3,2.75,14800,1.0,0.0,0.0,4,1920,930,1976,98006,47.559,-122.146,3300
6530,280000.0,3,1.0,11050,1.0,0.0,0.0,3,1370,0,1981,98045,47.4485,-121.77600000000001,1520
6531,539000.0,3,2.5,3200,1.5,0.0,0.0,5,1280,890,1923,98103,47.6543,-122.34700000000001,1180
6532,567500.0,3,1.75,14033,1.0,0.0,2.0,4,2570,0,1953,98166,47.4335,-122.338,2550
6533,442500.0,4,2.25,7902,1.0,0.0,0.0,3,1310,660,1960,98125,47.7249,-122.29799999999999,1860
6534,598200.0,5,3.75,4635,3.0,0.0,0.0,3,2980,0,1997,98118,47.5508,-122.26799999999999,1100
6535,610000.0,4,2.5,10843,2.0,0.0,0.0,5,2300,0,1955,98033,47.6988,-122.20200000000001,1780
6536,544900.0,3,2.5,4936,2.0,0.0,0.0,3,1990,0,2004,98075,47.5911,-122.01799999999999,2250
6537,557500.0,4,2.5,38258,2.0,0.0,0.0,3,2390,0,2001,98072,47.7433,-122.094,1960
6538,532500.0,3,2.5,7500,1.0,0.0,1.0,3,1430,730,1979,98074,47.6188,-122.064,1560
6539,1350000.0,4,3.25,15907,2.0,0.0,0.0,5,3300,0,1985,98040,47.5413,-122.21600000000001,2740
6540,750000.0,3,2.0,2825,1.0,0.0,0.0,3,1040,800,1920,98112,47.6428,-122.302,1820
6541,530000.0,3,2.5,10958,2.0,0.0,0.0,3,2030,0,1983,98052,47.7251,-122.11,1960
6542,346100.0,3,2.5,2036,2.0,0.0,0.0,3,1400,0,2003,98136,47.5516,-122.382,1500
6543,260000.0,4,2.25,16800,2.0,0.0,0.0,4,2320,0,1977,98092,47.2959,-122.166,2700
6544,365000.0,3,1.75,9150,1.0,0.0,0.0,5,1410,0,1959,98006,47.5683,-122.178,1800
6545,615000.0,3,2.0,42800,1.0,0.0,0.0,4,930,930,1983,98075,47.5898,-122.00399999999999,1980
6546,318400.0,4,2.5,6916,2.0,0.0,0.0,3,1820,0,1994,98038,47.3862,-122.029,1680
6547,498500.0,4,2.5,7172,2.0,0.0,0.0,3,1910,0,1993,98155,47.7615,-122.309,1630
6548,450000.0,3,1.75,7490,1.0,0.0,0.0,5,1540,0,1971,98034,47.7222,-122.177,1270
6549,200000.0,3,2.0,7905,1.0,0.0,0.0,4,1430,0,1988,98092,47.2757,-122.145,1870
6550,234000.0,3,1.0,8906,1.0,0.0,0.0,5,1010,0,1968,98042,47.3627,-122.10799999999999,1150
6551,121800.0,2,1.0,8384,1.0,0.0,0.0,3,940,0,1947,98146,47.5065,-122.36399999999999,1290
6552,805000.0,3,2.75,5875,1.5,0.0,2.0,5,1600,1000,1929,98116,47.5773,-122.406,2260
6553,410000.0,4,2.25,7283,1.0,0.0,0.0,3,1220,840,1963,98155,47.7435,-122.31700000000001,1500
6554,475000.0,3,2.5,4534,2.0,0.0,0.0,3,1920,0,1986,98034,47.7144,-122.204,1380
6555,1340000.0,4,2.5,21074,2.0,0.0,0.0,3,2900,0,1986,98199,47.6696,-122.416,3390
6556,269000.0,1,1.0,7920,1.0,0.0,0.0,3,1020,0,1947,98106,47.5385,-122.355,1000
6557,573000.0,4,2.25,9520,2.0,0.0,0.0,4,2150,0,1979,98052,47.6885,-122.113,2000
6558,330000.0,3,2.5,2890,2.0,0.0,0.0,3,1660,0,2001,98108,47.5434,-122.29299999999999,1540
6559,252750.0,4,1.0,7410,1.5,0.0,0.0,3,1230,0,1944,98166,47.4798,-122.344,1020
6560,745000.0,2,2.5,7546,1.0,0.0,0.0,3,2170,0,2007,98053,47.7242,-122.03200000000001,2170
6561,280000.0,3,2.0,7633,1.0,0.0,0.0,3,1280,0,1991,98038,47.3883,-122.05,1450
6562,535000.0,4,2.5,6920,1.0,0.0,0.0,5,1380,860,1974,98146,47.5011,-122.375,1540
6563,580000.0,4,1.5,5100,1.0,0.0,0.0,3,1320,460,1953,98115,47.6944,-122.288,1880
6564,301000.0,3,1.75,7200,1.0,0.0,0.0,4,1220,620,1968,98055,47.456,-122.209,1770
6565,600000.0,4,1.75,7700,1.0,0.0,0.0,5,1740,0,1968,98008,47.6259,-122.111,1740
6566,538900.0,5,3.0,6604,2.0,0.0,0.0,3,3040,0,2005,98106,47.548,-122.35600000000001,1650
6567,366000.0,3,2.5,4375,2.0,0.0,0.0,3,2370,0,2006,98038,47.354,-121.999,2380
6568,303000.0,4,2.5,6783,2.0,0.0,0.0,3,2100,0,2003,98042,47.3504,-122.141,2100
6569,432000.0,3,2.25,1578,2.0,0.0,0.0,3,1090,380,2007,98136,47.5388,-122.387,1470
6570,300000.0,2,1.5,6120,1.0,0.0,0.0,3,820,480,1945,98146,47.5088,-122.338,1250
6571,908800.0,3,3.0,7826,2.0,0.0,0.0,4,2430,990,1939,98144,47.5873,-122.29,980
6572,500000.0,3,1.5,4750,1.0,0.0,0.0,3,970,220,1940,98107,47.6726,-122.38600000000001,1460
6573,254000.0,5,2.0,16117,1.0,0.0,0.0,5,1740,340,1959,98001,47.3424,-122.289,1510
6574,470000.0,5,1.5,4268,1.5,0.0,0.0,4,1340,840,1924,98117,47.6848,-122.389,1530
6575,480000.0,3,2.0,7860,1.0,0.0,0.0,5,1460,0,1967,98008,47.6233,-122.10799999999999,1850
6576,536000.0,3,1.75,8503,1.0,0.0,0.0,4,1150,380,1983,98033,47.6872,-122.185,1610
6578,550000.0,3,2.25,40887,1.0,0.0,0.0,4,1980,0,1980,98052,47.6478,-122.029,2460
6579,260000.0,3,1.75,6400,1.0,0.0,0.0,4,1240,470,1976,98023,47.3036,-122.37700000000001,1600
6580,284900.0,2,1.5,982,2.0,0.0,0.0,3,890,270,2006,98155,47.7675,-122.315,1160
6581,740000.0,3,2.5,3000,2.0,0.0,0.0,3,1530,670,2002,98109,47.6451,-122.35,2200
6582,425000.0,2,1.0,5000,1.0,0.0,0.0,4,1030,140,1920,98136,47.5449,-122.38799999999999,1170
6583,230000.0,3,1.0,7500,1.0,0.0,0.0,3,1120,0,1965,98146,47.5112,-122.359,1120
6584,675000.0,3,1.5,4000,2.0,0.0,0.0,3,1710,0,1926,98116,47.5714,-122.385,1910
6585,267500.0,3,1.75,7807,1.0,0.0,0.0,3,1650,0,1986,98030,47.3514,-122.167,1810
6586,814000.0,4,2.5,8820,1.0,0.0,2.0,5,1420,1420,1952,98118,47.5542,-122.265,2310
6587,1250000.0,4,3.0,217800,1.5,0.0,0.0,3,3310,0,1989,98053,47.6616,-121.999,2810
6588,460000.0,3,2.0,7232,1.0,0.0,0.0,3,1320,540,1985,98125,47.7165,-122.319,1830
6589,445000.0,3,2.5,9608,2.0,0.0,0.0,3,2250,0,1994,98045,47.4865,-121.802,2020
6590,715000.0,3,2.5,7027,2.0,0.0,0.0,3,2890,0,2004,98074,47.6111,-122.009,2890
6591,425000.0,3,1.75,5992,1.0,0.0,0.0,3,1060,1060,1947,98125,47.7083,-122.30799999999999,1840
6592,370000.0,4,2.5,4750,2.0,0.0,0.0,3,2130,0,2009,98058,47.4324,-122.184,2130
6593,302000.0,2,1.75,8200,1.0,0.0,0.0,4,780,390,1937,98003,47.3263,-122.305,1780
6594,453000.0,4,1.75,7420,1.0,0.0,0.0,4,1060,1060,1956,98008,47.6019,-122.13,1540
6595,290000.0,3,1.75,10716,1.0,0.0,0.0,4,1280,0,1969,98059,47.4755,-122.145,1440
6596,1040000.0,4,2.5,47502,2.0,0.0,0.0,3,3170,0,1988,98033,47.6495,-122.185,3190
6597,925000.0,4,2.25,41984,1.0,0.0,0.0,4,2260,0,1967,98033,47.6622,-122.171,2650
6598,600000.0,3,1.75,19876,1.0,0.0,0.0,3,2030,900,1993,98072,47.7443,-122.17,2740
6599,354000.0,3,1.5,5750,1.0,0.0,2.0,4,1060,0,1981,98126,47.5512,-122.37100000000001,1060
6600,204950.0,4,1.75,9344,1.0,0.0,0.0,3,1180,560,1978,98023,47.3196,-122.399,1440
6601,675000.0,4,2.5,5400,2.0,0.0,0.0,3,2990,0,2005,98074,47.6122,-122.009,2890
6603,800000.0,5,2.0,10960,1.0,0.0,0.0,4,1500,1460,1957,98005,47.6162,-122.17399999999999,2160
6604,472500.0,3,2.5,3711,2.0,0.0,0.0,3,1650,0,1996,98052,47.6863,-122.09299999999999,1760
6605,549950.0,4,2.5,13500,1.0,0.0,0.0,3,1510,1210,1969,98007,47.6191,-122.145,2510
6606,575575.0,3,1.75,2897,1.0,0.0,0.0,3,998,518,1925,98103,47.6842,-122.34100000000001,2100
6607,545000.0,4,3.25,12275,1.0,0.0,0.0,3,2356,2030,2006,98092,47.3329,-122.2,3060
6608,340000.0,3,2.25,7434,1.0,0.0,0.0,3,1630,950,1963,98133,47.7446,-122.33200000000001,1920
6609,225000.0,3,1.0,5512,1.0,0.0,0.0,4,960,0,1963,98056,47.4944,-122.165,1090
6610,299950.0,2,1.75,10506,1.0,0.0,0.0,3,1460,0,1983,98031,47.4048,-122.178,1460
6611,829900.0,4,3.5,4000,2.0,0.0,0.0,3,2640,1200,2001,98105,47.6642,-122.291,1620
6612,340000.0,4,2.5,4200,2.0,0.0,0.0,3,2090,0,2007,98038,47.3659,-122.01700000000001,2090
6613,515000.0,4,2.25,7800,1.0,0.0,0.0,3,1470,1000,1975,98052,47.6913,-122.115,2050
6614,601000.0,4,2.5,6906,2.0,0.0,0.0,4,2090,0,1992,98029,47.5718,-121.99600000000001,2090
6615,470000.0,3,2.5,8581,2.0,0.0,0.0,3,2070,0,1994,98059,47.5101,-122.15100000000001,2440
6616,371500.0,3,1.0,6400,1.0,0.0,0.0,4,980,670,1954,98106,47.52,-122.365,1230
6617,550000.0,3,1.75,45738,1.0,0.0,0.0,4,1410,470,1980,98072,47.7662,-122.11399999999999,2340
6618,242550.0,4,2.5,7720,2.0,0.0,0.0,3,2060,0,1995,98023,47.2956,-122.374,1630
6619,367500.0,3,1.5,9647,1.0,0.0,0.0,3,1410,0,1961,98177,47.7608,-122.361,2090
6620,359000.0,4,3.5,8763,2.0,0.0,0.0,3,2100,670,1996,98003,47.2625,-122.30799999999999,2030
6621,204900.0,3,2.0,8245,1.0,0.0,0.0,2,1390,0,1984,98001,47.2669,-122.25399999999999,1260
6622,850000.0,4,2.75,239580,1.0,0.0,0.0,2,2720,2720,1969,98001,47.354,-122.29299999999999,1970
6623,187000.0,3,1.5,4452,2.0,0.0,0.0,3,1280,0,1985,98002,47.3344,-122.21600000000001,1070
6624,326000.0,3,2.75,28000,1.0,0.0,0.0,4,1720,0,1958,98058,47.4375,-122.176,2000
6625,340000.0,3,2.75,28000,1.0,0.0,0.0,4,1720,0,1958,98058,47.4375,-122.176,2000
6626,330000.0,6,2.25,28535,1.0,0.0,0.0,3,1890,1150,1951,98030,47.3864,-122.223,1360
6627,782000.0,4,3.5,7769,2.0,0.0,0.0,3,3110,670,2001,98052,47.691,-122.12899999999999,3310
6628,612000.0,4,2.5,5974,2.0,0.0,0.0,3,2670,0,1999,98034,47.7122,-122.23100000000001,2140
6629,400000.0,3,2.0,7216,1.0,0.0,0.0,3,1350,0,1964,98177,47.7616,-122.365,1920
6630,941500.0,5,3.5,9680,2.0,0.0,4.0,3,2460,1030,1980,98177,47.7757,-122.391,3080
6631,313000.0,2,1.5,747,2.0,0.0,0.0,3,800,70,2004,98103,47.6967,-122.34200000000001,1710
6632,735000.0,4,2.25,4250,1.5,0.0,0.0,5,1460,950,1929,98117,47.6849,-122.376,1360
6633,471000.0,3,1.75,10123,1.0,0.0,0.0,3,1340,300,1977,98011,47.7698,-122.167,2210
6634,350000.0,3,1.0,9800,1.0,0.0,0.0,4,1540,0,1950,98155,47.7604,-122.329,1560
6635,530000.0,4,2.5,9601,1.0,0.0,0.0,3,1570,800,1976,98027,47.5327,-122.054,2550
6636,415000.0,4,3.0,9548,2.0,0.0,0.0,3,1830,0,1991,98028,47.7379,-122.22399999999999,1740
6637,639500.0,4,2.25,8994,2.0,0.0,0.0,3,2330,0,1986,98052,47.7264,-122.104,2330
6638,580379.0,4,2.75,27820,1.5,0.0,0.0,4,2240,0,1976,98075,47.5936,-122.054,2330
6639,378000.0,2,2.5,2513,2.0,0.0,0.0,3,1700,0,2009,98065,47.5163,-121.87799999999999,1760
6640,265000.0,3,2.25,9298,1.0,0.0,0.0,4,1410,340,1969,98058,47.4579,-122.164,1720
6641,212000.0,3,1.75,9750,1.0,0.0,0.0,4,1100,0,1967,98023,47.2955,-122.36200000000001,1100
6642,400000.0,4,3.0,13068,2.0,0.0,2.0,3,2320,0,1998,98198,47.3497,-122.31700000000001,2220
6643,750000.0,4,2.5,6491,2.0,0.0,0.0,3,2540,0,1997,98008,47.6363,-122.117,1990
6644,384900.0,5,2.5,12750,1.0,0.0,0.0,3,1750,1340,1968,98023,47.3408,-122.335,1760
6645,176000.0,2,1.0,5200,1.0,0.0,0.0,5,770,0,1969,98042,47.3627,-122.087,1150
6646,350000.0,3,2.75,4632,2.0,0.0,0.0,3,2370,0,2002,98038,47.3794,-122.022,2290
6647,168000.0,3,1.0,7210,1.0,0.0,0.0,4,1200,0,1977,98030,47.3729,-122.18299999999999,1200
6648,358000.0,4,2.0,3060,1.0,0.0,0.0,3,1100,1100,1908,98118,47.565,-122.28399999999999,1410
6649,580000.0,3,2.75,32757,1.0,0.0,0.0,4,2660,0,1975,98077,47.7649,-122.098,2720
6650,442500.0,3,1.75,10280,1.0,0.0,0.0,3,1050,550,1977,98034,47.725,-122.17399999999999,1590
6651,515000.0,2,2.5,1249,3.0,0.0,0.0,3,1330,0,2004,98105,47.6668,-122.285,1430
6652,554000.0,5,2.5,12900,1.0,0.0,2.0,4,1720,1720,1958,98166,47.4426,-122.34200000000001,2100
6653,659000.0,3,2.5,6320,2.0,0.0,0.0,3,2510,0,1996,98075,47.5868,-122.03299999999999,2518
6654,414999.0,4,2.5,10098,1.0,0.0,0.0,3,1090,1060,1963,98034,47.7166,-122.20100000000001,1880
6655,275000.0,3,1.5,10277,1.0,0.0,0.0,3,1180,0,1983,98045,47.488,-121.787,1680
6656,193000.0,2,1.0,8640,1.0,0.0,0.0,4,680,0,1951,98188,47.4559,-122.289,1320
6657,525000.0,4,2.5,4750,2.0,0.0,0.0,3,2840,0,2002,98058,47.4511,-122.12100000000001,2460
6658,424000.0,3,2.5,7500,2.0,0.0,0.0,3,1820,0,1985,98052,47.7155,-122.104,2040
6659,455000.0,2,1.0,5150,1.0,0.0,0.0,4,870,200,1908,98117,47.6853,-122.366,1520
6660,463000.0,2,1.0,5650,2.0,0.0,1.0,4,1250,0,1943,98126,47.5495,-122.37700000000001,1210
6661,1100000.0,4,2.5,6300,1.0,0.0,3.0,3,1240,950,1960,98033,47.6918,-122.21600000000001,2730
6662,523000.0,3,1.75,5413,2.0,0.0,0.0,4,1900,1100,1963,98115,47.6962,-122.31200000000001,1550
6663,615000.0,4,1.75,9830,1.0,0.0,0.0,4,2270,0,1959,98005,47.5999,-122.176,2540
6665,870000.0,5,4.0,5000,2.0,0.0,0.0,3,2320,1080,1900,98107,47.6655,-122.363,1910
6666,710000.0,3,2.5,9680,2.0,0.0,0.0,3,2830,0,1991,98074,47.6249,-122.024,2970
6667,215000.0,3,1.0,9563,1.0,0.0,0.0,5,960,0,1967,98023,47.2864,-122.35700000000001,1280
6668,590000.0,2,1.0,6450,1.0,0.0,0.0,4,1530,0,1920,98117,47.6833,-122.398,1530
6669,323000.0,5,2.5,13034,1.0,0.0,0.0,3,1300,1200,1962,98092,47.3343,-122.194,2440
6670,279000.0,4,2.0,7569,1.5,0.0,0.0,4,1560,0,1966,98058,47.4496,-122.155,1480
6671,535100.0,3,2.25,7207,1.0,0.0,0.0,3,1720,350,1973,98177,47.7735,-122.37100000000001,2350
6672,830000.0,5,2.25,19800,1.0,0.0,0.0,5,1910,800,1959,98005,47.5958,-122.175,2120
6673,815000.0,4,2.5,4203,2.0,0.0,0.0,3,3150,0,2002,98033,47.688,-122.164,3150
6674,535900.0,3,2.25,10880,1.0,0.0,0.0,3,1480,400,1975,98008,47.5937,-122.116,2120
6675,230000.0,3,1.0,8800,1.0,0.0,0.0,3,1250,0,1955,98146,47.497,-122.35700000000001,1480
6676,325500.0,4,1.75,8142,1.0,0.0,0.0,4,1490,800,1969,98055,47.4564,-122.211,1840
6677,359000.0,3,2.25,4331,2.0,0.0,0.0,3,1990,0,1997,98056,47.4917,-122.167,1690
6678,505000.0,3,2.5,5824,2.0,0.0,2.0,3,2100,0,1999,98065,47.5334,-121.867,1890
6679,253905.0,3,1.0,8400,1.0,0.0,0.0,5,940,0,1958,98056,47.5112,-122.167,950
6680,369950.0,3,1.75,4860,1.0,0.0,0.0,3,1200,440,1965,98125,47.7125,-122.32,1480
6681,350000.0,3,2.25,8378,2.0,0.0,0.0,3,1860,0,1995,98038,47.3875,-122.03200000000001,1870
6682,650000.0,4,2.25,2500,3.0,0.0,0.0,3,2100,0,2001,98115,47.6726,-122.29799999999999,1660
6683,295000.0,3,1.75,15246,1.0,0.0,0.0,3,1500,0,1925,98070,47.4367,-122.463,1500
